winner,loser
baba_ganoush,tom_kha
pulled_pork,croissant
elote,sashimi
dumplings,fried_chicken
mapo_tofu,chicken_salad
dan_dan_noodles,gyro
steak,miso_soup
taco,pad_see_ew
bun_bo_hue,naan
paneer_tikka,ribs
pita,cornbread
pad_see_ew,pizza
dal,edamame
cornbread,steak
taco,soup
shawarma,pozole
bulgogi,sweet_and_sour
chile_relleno,tom_kha
palak_paneer,com_tam
katsu,brownie
gnocchi,papaya_salad
massaman_curry,miso_soup
baklava,taco
tamale,minestrone
com_tam,shawarma
biryani,bruschetta
gazpacho,sushi
crepe,hot_and_sour_soup
mapo_tofu,brownie
samosa,samgyeopsal
massaman_curry,scallion_pancake
pancake,papaya_salad
satay,panna_cotta
sashimi,pasta_carbonara
french_onion_soup,dosa
gnocchi,green_curry
baba_ganoush,tandoori_chicken
paneer_tikka,mac_and_cheese
tamale,grilled_cheese
pizza,green_curry
ceviche,quesadilla
green_curry,dosa
grilled_cheese,lasagna
kimbap,quiche
fresh_spring_roll,pancake
croissant,mapo_tofu
korma,tapas
croissant,kimchi_jjigae
yakitori,pozole
spring_rolls,thai_iced_tea
pad_see_ew,coleslaw
bun_bo_hue,falafel
patatas_bravas,tteokbokki
quesadilla,kimchi
french_fries,lo_mein
sweet_and_sour,ramen
tiramisu,pasta_carbonara
paneer_tikka,pozole
escargot,teriyaki
churros_spanish,banh_mi
patatas_bravas,ice_cream
chile_relleno,takoyaki
ceviche,tapas
tom_yum,green_curry
red_curry,ratatouille
japchae,lo_mein
coq_au_vin,minestrone
ca_phe_sua_da,spring_rolls
tempura,pad_see_ew
xiao_long_bao,minestrone
kimchi_jjigae,fried_rice
tabbouleh,steak
sushi,teriyaki
nachos,wonton_soup
tteokbokki,dolma
tom_yum,mac_and_cheese
scallion_pancake,ice_cream
congee,sushi
gnocchi,kimchi
dal,bruschetta
panna_cotta,soup
bruschetta,papaya_salad
caprese,chicken_salad
butter_chicken,larb
nachos,quiche
teriyaki,chicken_salad
hamburger,dosa
japchae,edamame
tiramisu,wonton_soup
fresh_spring_roll,lo_mein
enchilada,ratatouille
onigiri,chow_mein
general_tso,tandoori_chicken
biryani,teriyaki
banh_mi,bruschetta
okonomiyaki,fried_chicken
ribs,souffle
pho,chile_relleno
japchae,chow_mein
vindaloo,tom_yum
pasta_bolognese,caprese
hot_and_sour_soup,tteokbokki
mango_sticky_rice,patatas_bravas
peking_duck,bun_bo_hue
paella,banh_mi
katsu,tikka_masala
tapas,okonomiyaki
kung_pao_chicken,takoyaki
waffle,char_siu
tteokbokki,tandoori_chicken
dolma,orange_chicken
pizza,takoyaki
creme_brulee,fajita
tapas,chicken_salad
dumplings,congee
bibimbap,caesar_salad
tapas,tteokbokki
char_siu,teriyaki
pozole,caesar_salad
kimchi,orange_chicken
pizza,kimchi_jjigae
bun_bo_hue,bibimbap
pozole,teriyaki
dumplings,tamale
butter_chicken,ravioli
guacamole,baba_ganoush
sundubu_jjigae,churros_spanish
panna_cotta,kimchi_jjigae
pizza,teriyaki
wonton_soup,sushi
gazpacho,lobster_roll
minestrone,chicken_sandwich
gazpacho,patatas_bravas
ravioli,tteokbokki
kimbap,patatas_bravas
japchae,kimchi_jjigae
lobster_roll,club_sandwich
tapas,ratatouille
nachos,hamburger
clam_chowder,caprese
gyro,enchilada
panna_cotta,ratatouille
lasagna,chicken_salad
quesadilla,banh_mi
banh_mi,yakitori
guacamole,cornbread
takoyaki,hamburger
brisket,tteokbokki
kimchi,croissant
ca_phe_sua_da,kimchi_jjigae
korma,chicken_sandwich
tandoori_chicken,chicken_sandwich
spring_rolls,fajita
cornbread,donburi
chow_fun,miso_soup
burrito,soup
steak,orange_chicken
bun_bo_hue,korean_fried_chicken
waffle,kebab
bun_bo_hue,kung_pao_chicken
red_curry,paella
dal,falafel
green_curry,donburi
creme_brulee,caprese
pad_see_ew,chicken_salad
baba_ganoush,fish_and_chips
gazpacho,shawarma
massaman_curry,tabbouleh
lobster_roll,risotto
korma,gnocchi
scallion_pancake,pasta_bolognese
kebab,kung_pao_chicken
risotto,samosa
escargot,quiche
fresh_spring_roll,steak
pozole,pizza_margherita
tiramisu,fried_rice
tom_yum,ramen
com_tam,dumplings
dal,udon
elote,dumplings
clam_chowder,donburi
bun_cha,burrito
red_curry,kung_pao_chicken
dal,shawarma
penne_arrabbiata,tteokbokki
miso_soup,orange_chicken
cheesecake,pasta_carbonara
tiramisu,osso_buco
sashimi,fajita
moussaka,souffle
pad_thai,samgyeopsal
wonton_soup,panna_cotta
coq_au_vin,mango_sticky_rice
enchilada,sweet_and_sour
satay,pizza
japchae,bibimbap
chana_masala,katsu
kimbap,mac_and_cheese
com_tam,steak
elote,gazpacho
moussaka,baklava
taco,dosa
palak_paneer,pizza
steak,ratatouille
samgyeopsal,falafel
osso_buco,udon
fried_chicken,club_sandwich
brownie,dim_sum
osso_buco,shawarma
pho,lobster_roll
tamale,pad_see_ew
kimbap,pita
orange_chicken,fish_and_chips
kebab,fajita
chicken_salad,ratatouille
mac_and_cheese,burrito
coq_au_vin,red_curry
dan_dan_noodles,dosa
kimbap,pizza
spring_rolls,katsu
com_tam,fried_chicken
waffle,miso_soup
paneer_tikka,thai_iced_tea
scallion_pancake,miso_soup
brisket,takoyaki
guacamole,chicken_sandwich
spanakopita,lo_mein
ca_phe_sua_da,palak_paneer
thai_iced_tea,tom_kha
larb,ratatouille
ramen,caprese
caprese,buffalo_wings
fresh_spring_roll,miso_soup
pulled_pork,dim_sum
gyro,burrito
penne_arrabbiata,croissant
french_onion_soup,baklava
clam_chowder,chicken_sandwich
baklava,quesadilla
elote,fresh_spring_roll
pho,guacamole
shawarma,massaman_curry
gazpacho,nachos
nachos,crepe
enchilada,fajita
beef_bourguignon,takoyaki
banh_mi,mapo_tofu
xiao_long_bao,coq_au_vin
fresh_spring_roll,minestrone
tandoori_chicken,dosa
pasta_carbonara,pizza_margherita
croissant,pita
churros_spanish,spring_rolls
tiramisu,bibimbap
tapas,samgyeopsal
dumplings,pizza
kebab,tteokbokki
elote,pizza_margherita
nachos,com_tam
guacamole,patatas_bravas
mango_sticky_rice,chicken_salad
xiao_long_bao,bun_cha
tom_yum,sushi
papaya_salad,enchilada
bruschetta,congee
com_tam,pizza_margherita
vindaloo,teriyaki
hot_and_sour_soup,yakitori
mapo_tofu,yakitori
tandoori_chicken,fried_chicken
larb,coq_au_vin
chana_masala,lo_mein
patatas_bravas,cornbread
com_tam,quesadilla
xiao_long_bao,green_curry
ribs,waffle
caprese,naan
korma,baklava
korma,french_onion_soup
tamale,mapo_tofu
elote,congee
lasagna,taco
clam_chowder,massaman_curry
scallion_pancake,brisket
butter_chicken,dosa
elote,lobster_roll
hummus,bun_cha
peking_duck,caprese
gazpacho,dolma
sashimi,fried_chicken
pad_see_ew,sushi
spanakopita,kimchi_jjigae
clam_chowder,dolma
mango_sticky_rice,xiao_long_bao
general_tso,pancake
hummus,bruschetta
dal,vindaloo
com_tam,butter_chicken
creme_brulee,souffle
bun_cha,spanakopita
hummus,dolma
fresh_spring_roll,fajita
kimbap,tom_kha
massaman_curry,kimchi_jjigae
french_onion_soup,korean_fried_chicken
pad_see_ew,char_siu
char_siu,fresh_spring_roll
wonton_soup,lo_mein
japchae,wonton_soup
tabbouleh,burrito
raita,cheesecake
ceviche,chow_mein
taco,udon
baklava,fried_chicken
dal,paella
french_fries,bibimbap
dumplings,brownie
larb,chicken_sandwich
gelato,tabbouleh
osso_buco,japchae
churros_spanish,ice_cream
lasagna,okonomiyaki
gelato,vindaloo
french_onion_soup,ratatouille
onigiri,club_sandwich
bun_cha,mac_and_cheese
steak,waffle
tempura,tapas
caesar_salad,coleslaw
risotto,kimchi_jjigae
samosa,chicken_sandwich
churros_spanish,waffle
falafel,kung_pao_chicken
churros_spanish,guacamole
scallion_pancake,korean_fried_chicken
japchae,green_curry
dal,donburi
onigiri,chicken_sandwich
churro,kung_pao_chicken
panna_cotta,pancake
guacamole,fajita
biryani,pizza_margherita
edamame,orange_chicken
clam_chowder,chow_mein
japchae,hot_and_sour_soup
french_onion_soup,pizza_margherita
steak,kebab
samosa,tteokbokki
peking_duck,burrito
pho,french_fries
banh_mi,thai_iced_tea
mapo_tofu,sweet_and_sour
com_tam,creme_brulee
spring_rolls,dim_sum
escargot,gelato
tamale,paella
bun_bo_hue,wonton_soup
quesadilla,panna_cotta
xiao_long_bao,enchilada
palak_paneer,french_fries
edamame,tabbouleh
osso_buco,bibimbap
wonton_soup,chow_mein
ca_phe_sua_da,tom_yum
japchae,sushi
kebab,chow_fun
lobster_roll,osso_buco
paneer_tikka,kimchi
french_fries,chicken_salad
beef_bourguignon,steak
french_fries,donburi
satay,chow_mein
ribs,chow_fun
croissant,buffalo_wings
souffle,caesar_salad
japchae,raita
escargot,udon
tapas,takoyaki
tiramisu,burrito
japchae,bun_cha
hummus,caesar_salad
panna_cotta,pasta_bolognese
kimchi_jjigae,fried_chicken
scallion_pancake,pita
pad_see_ew,steak
chow_fun,pasta_carbonara
ribs,kimchi
edamame,kimchi_jjigae
sashimi,yakitori
dal,kimchi
sashimi,cornbread
pad_see_ew,dumplings
crepe,sweet_and_sour
bun_bo_hue,buffalo_wings
bibimbap,hamburger
sashimi,kimchi
pad_thai,tikka_masala
chana_masala,banh_mi
lasagna,char_siu
coq_au_vin,samgyeopsal
hummus,okonomiyaki
cheesecake,croissant
gyro,samosa
massaman_curry,naan
sundubu_jjigae,sushi
taco,donburi
pozole,chicken_sandwich
bibimbap,enchilada
vindaloo,caesar_salad
japchae,papaya_salad
okonomiyaki,minestrone
hummus,enchilada
patatas_bravas,teriyaki
souffle,korean_fried_chicken
brisket,pizza_margherita
larb,banh_mi
french_onion_soup,osso_buco
ribs,vindaloo
panna_cotta,dolma
paneer_tikka,pad_see_ew
tom_yum,club_sandwich
spanakopita,miso_soup
japchae,kimbap
sundubu_jjigae,tom_kha
tikka_masala,ratatouille
tamale,sweet_and_sour
udon,wonton_soup
creme_brulee,samgyeopsal
samosa,paella
pulled_pork,guacamole
com_tam,pho
xiao_long_bao,onigiri
churro,bibimbap
fish_and_chips,sweet_and_sour
fish_and_chips,pancake
tom_kha,falafel
char_siu,spanakopita
pad_thai,minestrone
bibimbap,minestrone
french_onion_soup,pad_thai
palak_paneer,satay
palak_paneer,teriyaki
dal,bun_cha
orange_chicken,pozole
spring_rolls,orange_chicken
samosa,burrito
elote,massaman_curry
pasta_bolognese,korean_fried_chicken
paella,pizza
panna_cotta,char_siu
ravioli,mac_and_cheese
penne_arrabbiata,fried_rice
gazpacho,mac_and_cheese
massaman_curry,ravioli
sweet_and_sour,ratatouille
quesadilla,teriyaki
french_fries,samgyeopsal
guacamole,steak
dal,fried_chicken
chow_mein,chicken_salad
raita,naan
red_curry,minestrone
chicken_sandwich,chicken_salad
moussaka,bibimbap
churro,french_onion_soup
scallion_pancake,dumplings
grilled_cheese,pizza_margherita
patatas_bravas,dal
brisket,pad_see_ew
waffle,pad_see_ew
pulled_pork,chile_relleno
pancake,naan
udon,caprese
crepe,lo_mein
takoyaki,falafel
larb,kimchi_jjigae
yakitori,congee
churros_spanish,caprese
biryani,chicken_sandwich
panna_cotta,red_curry
taco,raita
pita,takoyaki
churros_spanish,lo_mein
churros_spanish,yakitori
chana_masala,dosa
pancake,fajita
croissant,pasta_bolognese
sundubu_jjigae,brownie
pho,ramen
bulgogi,dolma
guacamole,sundubu_jjigae
spring_rolls,taco
brisket,char_siu
samgyeopsal,buffalo_wings
pasta_bolognese,buffalo_wings
croissant,tempura
pulled_pork,churros_spanish
fried_rice,miso_soup
penne_arrabbiata,spanakopita
fish_and_chips,enchilada
gelato,tom_kha
quesadilla,dolma
kimbap,okonomiyaki
biryani,sweet_and_sour
tteokbokki,congee
cheesecake,steak
butter_chicken,quesadilla
tabbouleh,fried_chicken
moussaka,burrito
brisket,cornbread
burrito,fried_rice
osso_buco,patatas_bravas
pizza_margherita,caesar_salad
bun_bo_hue,miso_soup
fried_chicken,pancake
spanakopita,ice_cream
brisket,sweet_and_sour
tempura,caesar_salad
ravioli,fried_rice
char_siu,caesar_salad
bun_cha,wonton_soup
crepe,gelato
sashimi,pozole
pho,korean_fried_chicken
gyro,sundubu_jjigae
tikka_masala,teriyaki
larb,thai_iced_tea
chow_fun,waffle
yakitori,sweet_and_sour
baklava,tom_yum
quesadilla,korean_fried_chicken
ca_phe_sua_da,caprese
pulled_pork,club_sandwich
spring_rolls,dolma
udon,miso_soup
kung_pao_chicken,brownie
baklava,minestrone
biryani,kung_pao_chicken
pizza_margherita,pad_see_ew
katsu,cheesecake
edamame,teriyaki
taco,orange_chicken
osso_buco,chile_relleno
guacamole,pad_see_ew
pancake,brownie
peking_duck,clam_chowder
mango_sticky_rice,falafel
mac_and_cheese,chile_relleno
mapo_tofu,samosa
creme_brulee,soup
larb,chile_relleno
coq_au_vin,kimchi
dan_dan_noodles,pad_thai
tom_kha,donburi
shawarma,sushi
souffle,falafel
katsu,risotto
tempura,takoyaki
creme_brulee,mac_and_cheese
kimbap,ratatouille
dal,panna_cotta
ravioli,sushi
spring_rolls,vindaloo
raita,red_curry
pasta_bolognese,orange_chicken
edamame,raita
pita,pad_thai
beef_bourguignon,miso_soup
peking_duck,hot_and_sour_soup
coq_au_vin,coleslaw
hummus,souffle
french_onion_soup,dal
dumplings,palak_paneer
escargot,sweet_and_sour
tikka_masala,cornbread
scallion_pancake,escargot
french_fries,miso_soup
enchilada,ramen
grilled_cheese,dal
bibimbap,steak
sashimi,naan
onigiri,fajita
mapo_tofu,kimchi_jjigae
pho,sashimi
fried_chicken,tteokbokki
xiao_long_bao,quesadilla
cheesecake,udon
butter_chicken,udon
char_siu,kimchi
moussaka,yakitori
onigiri,ribs
red_curry,grilled_cheese
pasta_bolognese,bun_cha
guacamole,char_siu
pho,ribs
paella,patatas_bravas
clam_chowder,escargot
tabbouleh,pad_thai
ribs,french_onion_soup
patatas_bravas,spanakopita
pulled_pork,falafel
sweet_and_sour,pita
french_onion_soup,caprese
takoyaki,tandoori_chicken
papaya_salad,pasta_carbonara
gazpacho,scallion_pancake
french_onion_soup,chicken_salad
onigiri,sashimi
pad_see_ew,souffle
bun_bo_hue,taco
croissant,fajita
larb,falafel
osso_buco,brisket
pad_thai,bibimbap
patatas_bravas,souffle
satay,general_tso
fajita,burrito
penne_arrabbiata,enchilada
dal,sushi
pho,hamburger
gyro,tapas
croissant,ramen
korma,gyro
dumplings,kimchi
peking_duck,miso_soup
french_onion_soup,orange_chicken
pancake,tom_kha
dan_dan_noodles,beef_bourguignon
creme_brulee,tandoori_chicken
shawarma,okonomiyaki
shawarma,fried_rice
pad_see_ew,takoyaki
peking_duck,french_fries
falafel,pancake
tiramisu,samgyeopsal
pita,chicken_sandwich
beef_bourguignon,mapo_tofu
tom_yum,bun_cha
com_tam,vindaloo
japchae,gnocchi
fish_and_chips,ratatouille
dan_dan_noodles,dolma
pulled_pork,raita
beef_bourguignon,caprese
vindaloo,soup
larb,lasagna
churro,caesar_salad
moussaka,mac_and_cheese
baba_ganoush,larb
peking_duck,tempura
char_siu,green_curry
dal,satay
quesadilla,brownie
kebab,teriyaki
sundubu_jjigae,chow_mein
butter_chicken,minestrone
tempura,chicken_salad
kimbap,dim_sum
hummus,massaman_curry
elote,paella
french_onion_soup,bulgogi
bulgogi,pasta_bolognese
biryani,soup
sashimi,caprese
vindaloo,chana_masala
steak,lo_mein
grilled_cheese,croissant
okonomiyaki,grilled_cheese
miso_soup,sushi
guacamole,dal
pancake,waffle
tikka_masala,samgyeopsal
dan_dan_noodles,samosa
quiche,gyro
penne_arrabbiata,steak
tandoori_chicken,teriyaki
massaman_curry,sundubu_jjigae
hummus,chow_fun
satay,crepe
pizza,korean_fried_chicken
korma,bibimbap
creme_brulee,orange_chicken
red_curry,fajita
pad_see_ew,kebab
gnocchi,mac_and_cheese
soup,korean_fried_chicken
elote,yakitori
steak,croissant
edamame,red_curry
scallion_pancake,panna_cotta
hummus,spanakopita
sashimi,pizza_margherita
katsu,waffle
ribs,baklava
quesadilla,orange_chicken
spring_rolls,baklava
chile_relleno,taco
raita,mango_sticky_rice
chile_relleno,caprese
gnocchi,bun_bo_hue
xiao_long_bao,kung_pao_chicken
palak_paneer,pasta_bolognese
dan_dan_noodles,pizza
dumplings,tiramisu
baklava,tandoori_chicken
churros_spanish,fried_chicken
scallion_pancake,tom_kha
mango_sticky_rice,red_curry
peking_duck,chile_relleno
penne_arrabbiata,lo_mein
coq_au_vin,dim_sum
steak,pasta_carbonara
mapo_tofu,tteokbokki
brownie,pizza_margherita
hamburger,pad_thai
guacamole,enchilada
scallion_pancake,banh_mi
quesadilla,sushi
ribs,edamame
elote,caprese
kebab,club_sandwich
spring_rolls,ribs
massaman_curry,samosa
quiche,spanakopita
cheesecake,club_sandwich
churro,tapas
satay,pizza_margherita
taco,kimchi
tikka_masala,chile_relleno
pad_see_ew,tteokbokki
panna_cotta,hamburger
pad_see_ew,papaya_salad
pulled_pork,pasta_carbonara
bulgogi,sushi
baklava,bibimbap
lasagna,hamburger
gazpacho,brownie
miso_soup,fajita
mapo_tofu,taco
udon,club_sandwich
lobster_roll,katsu
pizza_margherita,tteokbokki
gelato,larb
scallion_pancake,mac_and_cheese
patatas_bravas,chicken_sandwich
elote,donburi
bibimbap,general_tso
bibimbap,taco
osso_buco,baklava
massaman_curry,congee
peking_duck,edamame
risotto,caesar_salad
quesadilla,french_fries
red_curry,hamburger
butter_chicken,tandoori_chicken
panna_cotta,naan
kebab,fried_rice
churros_spanish,pita
ca_phe_sua_da,raita
ravioli,mapo_tofu
chile_relleno,mapo_tofu
dumplings,paella
pad_see_ew,naan
edamame,tandoori_chicken
clam_chowder,pad_thai
xiao_long_bao,raita
japchae,korma
creme_brulee,ratatouille
korma,red_curry
waffle,orange_chicken
tempura,ribs
raita,caprese
cheesecake,pizza_margherita
clam_chowder,mac_and_cheese
takoyaki,french_onion_soup
chow_fun,sweet_and_sour
tiramisu,cheesecake
peking_duck,grilled_cheese
sundubu_jjigae,baklava
bulgogi,french_fries
baba_ganoush,korean_fried_chicken
cheesecake,coleslaw
satay,okonomiyaki
gazpacho,waffle
falafel,chow_mein
palak_paneer,chicken_salad
patatas_bravas,bibimbap
banh_mi,ramen
brisket,bibimbap
ribs,yakitori
caprese,burrito
risotto,dosa
guacamole,green_curry
paneer_tikka,chicken_salad
bun_bo_hue,lo_mein
coq_au_vin,pulled_pork
tabbouleh,enchilada
mapo_tofu,fried_chicken
kung_pao_chicken,papaya_salad
takoyaki,club_sandwich
dan_dan_noodles,kimchi_jjigae
quiche,soup
pasta_bolognese,spring_rolls
tapas,vindaloo
beef_bourguignon,tteokbokki
bulgogi,pizza_margherita
steak,minestrone
buffalo_wings,minestrone
ca_phe_sua_da,donburi
katsu,red_curry
pozole,dosa
quesadilla,fried_chicken
japchae,quiche
ceviche,baklava
kebab,baba_ganoush
ribs,korean_fried_chicken
cheesecake,dim_sum
tikka_masala,bun_cha
pizza,soup
ratatouille,chow_mein
bun_cha,udon
kimchi_jjigae,orange_chicken
tom_kha,caesar_salad
udon,teriyaki
bun_bo_hue,baba_ganoush
papaya_salad,caesar_salad
creme_brulee,teriyaki
tabbouleh,french_fries
bun_bo_hue,orange_chicken
ca_phe_sua_da,gyro
papaya_salad,cheesecake
japchae,spring_rolls
guacamole,brownie
paella,udon
cornbread,bun_cha
hot_and_sour_soup,club_sandwich
penne_arrabbiata,burrito
gnocchi,biryani
banh_mi,hummus
bulgogi,dal
gelato,char_siu
mac_and_cheese,sashimi
chile_relleno,minestrone
elote,edamame
pad_see_ew,yakitori
tamale,patatas_bravas
chana_masala,quiche
osso_buco,green_curry
grilled_cheese,minestrone
risotto,cheesecake
guacamole,peking_duck
gnocchi,banh_mi
tom_yum,fried_rice
red_curry,tom_kha
fresh_spring_roll,fried_rice
guacamole,miso_soup
brisket,katsu
tabbouleh,satay
kung_pao_chicken,ratatouille
croissant,baklava
spring_rolls,chicken_salad
kimbap,cornbread
quiche,yakitori
okonomiyaki,fish_and_chips
bun_cha,satay
butter_chicken,pizza
baklava,orange_chicken
samgyeopsal,ravioli
kebab,ravioli
com_tam,chana_masala
cheesecake,pad_thai
coleslaw,fried_rice
papaya_salad,donburi
ca_phe_sua_da,lo_mein
escargot,hot_and_sour_soup
scallion_pancake,wonton_soup
biryani,raita
sweet_and_sour,green_curry
gyro,lasagna
wonton_soup,soup
pizza,pozole
dan_dan_noodles,pasta_bolognese
crepe,dim_sum
edamame,ramen
churro,hot_and_sour_soup
bun_cha,club_sandwich
tempura,cheesecake
peking_duck,chicken_salad
risotto,teriyaki
kung_pao_chicken,sweet_and_sour
dan_dan_noodles,sushi
ceviche,brownie
ca_phe_sua_da,falafel
gelato,panna_cotta
gyro,bun_cha
lobster_roll,french_onion_soup
dolma,steak
raita,osso_buco
quesadilla,kimchi_jjigae
sashimi,souffle
brisket,sundubu_jjigae
moussaka,gnocchi
takoyaki,kimchi
bun_cha,souffle
brisket,fajita
pizza,bibimbap
osso_buco,tom_yum
beef_bourguignon,pad_thai
quiche,buffalo_wings
takoyaki,hot_and_sour_soup
moussaka,dim_sum
scallion_pancake,baba_ganoush
churro,spanakopita
gnocchi,tom_yum
ca_phe_sua_da,risotto
lobster_roll,buffalo_wings
panna_cotta,thai_iced_tea
croissant,caprese
dal,raita
chile_relleno,chicken_sandwich
onigiri,gyro
peking_duck,caesar_salad
patatas_bravas,taco
miso_soup,soup
falafel,hamburger
gazpacho,chicken_sandwich
penne_arrabbiata,risotto
french_onion_soup,chile_relleno
sweet_and_sour,buffalo_wings
grilled_cheese,wonton_soup
massaman_curry,takoyaki
tikka_masala,lasagna
dosa,cornbread
dan_dan_noodles,butter_chicken
ceviche,char_siu
patatas_bravas,orange_chicken
massaman_curry,chicken_sandwich
gelato,shawarma
korean_fried_chicken,burrito
tempura,pad_thai
guacamole,paella
lasagna,fried_rice
waffle,chow_mein
ceviche,kimchi_jjigae
hummus,pasta_carbonara
sushi,penne_arrabbiata
chana_masala,lobster_roll
thai_iced_tea,hummus
mango_sticky_rice,char_siu
dolma,char_siu
lasagna,soup
mac_and_cheese,kung_pao_chicken
french_fries,sweet_and_sour
churros_spanish,soup
cornbread,orange_chicken
lobster_roll,spring_rolls
dal,tamale
mapo_tofu,club_sandwich
quesadilla,donburi
bulgogi,ravioli
spring_rolls,kimchi_jjigae
katsu,lo_mein
clam_chowder,soup
crepe,osso_buco
gelato,korean_fried_chicken
pozole,cornbread
com_tam,edamame
ca_phe_sua_da,enchilada
risotto,larb
spanakopita,brownie
xiao_long_bao,kimbap
edamame,fresh_spring_roll
bulgogi,tteokbokki
pho,raita
penne_arrabbiata,congee
pad_thai,falafel
general_tso,buffalo_wings
pizza,brownie
guacamole,tteokbokki
pasta_bolognese,yakitori
pasta_carbonara,burrito
lobster_roll,general_tso
penne_arrabbiata,pasta_carbonara
sweet_and_sour,waffle
banh_mi,kimchi_jjigae
tapas,coleslaw
pho,churros_spanish
